Branch,Route,Location,Place,Telemetry Device ID,Asset ID,Asset Type,Asset Class,Selection,Group,Item,Item Code,Current Level,Par,Depletion Limit,Capacity,Price,Desired Price,Has Price Mismatch,Avg Weekly Vends,Days Since Last Sale,Has Pending Planogram Change,Column Number,Quantity
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,A6,,OD Big Bag Jalapeno & Cheddar Chips,15410,6,6,2,9,$2.25,$2.25,No,,103.82,No,6,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,A8,,OD Big Bag Ketchup Chips,154028,3,6,2,9,$2.25,$2.25,No,0.3465,27.45,No,8,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,B0,,OD Hawkins Cheezies,156002,3,6,2,15,$2.00,$2.00,No,0.2275,28.33,No,0,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,B2,,OD Popcorn Twists,153105,6,6,2,9,$1.75,$1.75,No,,631.53,No,2,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,B4,,FL Sun Chips Harvest Cheddar,211054,1,6,2,9,$1.75,$1.75,No,0.6559,30.16,No,4,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,B6,,OD Salt+Vinegar Chips,152004,6,6,2,9,$1.75,$1.75,No,0.0567,75.49,No,6,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,B8,,OD Sour Cream+Onion Chips,152005,6,6,2,9,$1.75,$1.75,No,,86.49,No,8,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,C0,,OH Henry,252001,12,12,2,17,$2.25,$2.25,No,,121.16,No,0,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,C1,,Kit Kat,251010,8,12,2,17,$2.25,$2.25,No,0.1932,7.53,No,1,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,C2,,Mars,254001,11,12,2,17,$2.25,$2.25,No,0.1197,3.86,No,2,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,C3,,Snickers,254006,12,15,2,17,$2.25,$2.25,No,0.0735,51.78,No,3,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,C4,,Twix,254008,10,12,2,17,$2.25,$2.25,No,0.6356,30.16,No,4,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,C5,,Aero,251001,3,12,2,17,$2.25,$2.25,No,0.7861,3.86,No,5,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,C6,,CLIF Bar Chocolate Chip,573142,9,12,2,15,$2.50,$2.50,No,0.1162,71.49,No,6,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,C7,,Excel Multipac 27 s,455001,12,12,2,15,$2.00,$2.00,No,,,No,7,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,C8,,FL Munchies Salted Peanuts,153112,10,10,2,20,$2.25,$2.25,No,,173.06,No,8,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,C9,,Jack Link s Original Steak Strip Bar,880166,10,10,2,20,$3.50,$3.50,No,,98.49,No,9,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,E0,,PC Diet Pepsi 355ml Can,102002,12,14,2,18,$1.50,$1.50,No,0.3787,3.19,No,0,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,E1,,PC Pepsi Cola 355ml Can,102001,7,14,2,18,$1.50,$1.50,No,0.9002,2.78,No,1,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,E2,,CC Coke Classic 355ml Can,101001,13,14,2,18,$1.50,$1.50,No,0.4536,2.93,No,2,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,E3,,PC Dr Pepper 355ml Can,102008,6,8,2,18,$1.50,$1.50,No,0.2401,2.93,No,3,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,E4,,PC Orange Crush 355ml Can,102005,14,14,2,20,$1.50,$1.50,No,,169.53,No,4,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,F0,,PC Diet Pepsi 355ml Can,102002,18,18,0,18,$1.50,$1.50,No,,219.86,No,0,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,F1,,PC Pepsi Cola 355ml Can,102001,4,18,0,18,$1.50,$1.50,No,1.54,15.87,No,1,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,F2,,CC Coke Classic 355ml Can,101001,16,18,0,18,$1.50,$1.50,No,0.5467,59.82,No,2,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,F3,,PC 7 Up 355ml Can,102003,18,18,0,18,$1.50,$1.50,No,,205.83,No,3,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,F4,,PC Schweppes Ginger Ale 355ml Can,102012,18,18,0,18,$1.50,$1.50,No,,424.81,No,4,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,A0,,FL Big Grab Ruffles All Dressed chips,206019,3,9,2,9,$2.50,$2.50,No,3.9466,1.53,No,0,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,A2,,FL Big Grab Miss Vicki s Salt & Vinegar Chips,853056,9,9,2,9,$2.50,$2.50,No,2.5599,4.53,No,2,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,A4,,FL Big Grab Doritos Sweet Chili Heat Tort Chips,206023,7,9,2,9,$2.50,$2.50,No,3.1269,1.53,No,4,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,A6,,FL Big Grab Sun Chips Harvest Cheddar,206022,4,9,2,9,$2.50,$2.50,No,2.3268,2.53,No,6,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,B0,,OD Big Bag Sea Salt & Malt Vinegar,880092,9,9,2,9,$2.00,$2.00,No,0.0532,76.49,No,0,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,B2,,OD Big Bag Jalapeno & Cheddar Chips,15410,5,9,2,9,$2.00,$2.00,No,3.087,0.52,No,2,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,B4,,OD Big Bag Arriba Zesty Tortilla Chips,154014,8,9,2,9,$2.00,$2.00,No,2.6068,3.53,No,4,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,B6,,OD Big Bag Arriba Nacho Tortilla Chips,154013,6,9,2,9,$2.00,$2.00,No,1.8935,0.52,No,6,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,C0,,Huer Sour Neon Worms,507201,8,15,2,15,$2.50,$2.50,No,7.8001,0.52,No,0,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,C2,,Huer Gummy Sour Suckers,880336,14,15,2,15,$2.50,$2.50,No,5.8597,2.53,No,2,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,C4,,Welch Mixed Fruit Snacks,507106,12,15,2,15,$2.25,$2.25,No,3.9067,2.53,No,4,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,C6,,Huer Cola Bottles,880337,9,15,2,15,$2.50,$2.50,No,4.6599,1.53,No,6,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,D0,,Skittles - Original (Red),354012,14,15,2,15,$2.50,$2.50,No,5.2598,2.53,No,0,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,D1,,Snickers,254006,12,12,2,17,$2.50,$2.50,No,1.407,5.53,No,1,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,D2,,OH Henry,252001,11,12,2,16,$2.50,$2.50,No,1.3664,4.53,No,2,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,D3,,M+M Peanuts,254005,14,15,2,16,$2.50,$2.50,No,3.0597,1.53,No,3,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,D4,,Mars,254001,11,12,2,19,$2.50,$2.50,No,0.693,15.53,No,4,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,D5,,Kit Kat,251010,11,12,2,19,$2.50,$2.50,No,3.4664,2.53,No,5,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,D6,,CLIF Bar Chocolate Chip,573142,10,12,2,38,$2.75,$2.75,No,1.9264,1.53,No,6,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,D7,,Excel Multipac 27 s,455001,9,12,2,38,$2.25,$2.25,No,0.6265,1.53,No,7,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,E0,,FL Big Grab Hickory Sticks,152039,4,9,2,10,$2.50,$2.50,No,4.2133,2.53,No,0,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,E2,,FL Sun Chips Garden salsa,211053,7,9,2,11,$1.75,$1.75,No,1.7332,10.52,No,2,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,E4,,Two Bite Brownies,556500,2,4,2,11,$2.75,$2.75,No,1.0199,0.52,No,4,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,SNACKS,C014718050034,3040,NAT 158,Snack,E6,,OD Hawkins Cheezies,156002,9,14,2,15,$2.00,$2.00,No,3.1815,3.53,No,6,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,A0,,OD Big Bag Jalapeno & Cheddar Chips,15410,2,6,2,9,$2.50,$2.50,No,1.0465,0.52,No,0,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,A2,,OD Big Bag Salt & Vinegar Chips,154025,2,6,2,9,$2.50,$2.50,No,0.4669,9.53,No,2,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,A4,,OD Big Bag Sour Cream & Onion,154027,4,6,2,9,$2.50,$2.50,No,0.4466,13.86,No,4,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,A6,,OD Big Bag Ketchup Chips,154028,3,6,2,9,$2.50,$2.50,No,0.2268,42.8,No,6,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,A8,,OD Big Bag BBQ Corn Chips,154008,3,6,2,9,$2.50,$2.50,No,0.581,4.2,No,8,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,B0,,FL Big Grab Doritos Nacho Cheese Tortilla Chips,206017,4,6,2,9,$2.50,$2.50,No,0.427,0.52,No,0,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,B2,,FL Big Grab Doritos Zesty Cheese Tortilla Chips,206018,4,6,2,9,$2.50,$2.50,No,0.6468,2.86,No,2,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,B4,,FL Big Grab Doritos Sweet Chili Heat Tort Chips,206023,0,6,2,9,$2.50,$2.50,No,0.8932,7.2,No,4,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,B6,,FL Big Grab Ruffles All Dressed chips,206019,3,6,2,9,$2.50,$2.50,No,0.8267,0.52,No,6,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,B8,,FL Big Grab Sun Chips Harvest Cheddar,206022,0,6,2,9,$2.50,$2.50,No,1.1536,7.53,No,8,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,C0,,FL Big Grab Hickory Sticks,152039,3,6,2,9,$2.50,$2.50,No,0.7273,12.86,No,0,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,C2,,CB Smokin BBQ,8530341,5,6,2,9,$1.75,$1.75,No,0.1015,50.8,No,2,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,C4,,CB Sea Salt and Cracked Pepper,853040,6,6,2,9,$1.75,$1.75,No,,135.49,No,4,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,C6,,FL Baked Lays Original,880524,6,6,2,9,$1.75,$1.75,No,,139.49,No,6,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,C8,,FL Popcorners Sea Salt,880526,3,6,2,9,$1.75,$1.75,No,0.3997,15.85,No,8,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,D0,,Snickers,254006,2,10,2,18,$2.50,$2.50,No,1.3335,0.52,No,0,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,D1,,Mars,254001,7,10,2,17,$2.50,$2.50,No,0.4396,22.53,No,1,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,D2,,OH Henry,252001,10,10,2,17,$2.50,$2.50,No,0.2464,34.82,No,2,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,D3,,Coffee Crisp,251004,10,10,2,17,$2.50,$2.50,No,0.5236,25.49,No,3,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,D4,,M+M Peanuts,254005,8,10,2,20,$2.50,$2.50,No,0.1267,63.07,No,4,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,D5,,Hershey Special Dark Chocolate,252009,10,10,2,20,$2.50,$2.50,No,0.0973,53.49,No,5,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,D6,,FL Munchies Honey Roast Peanuts,153110,10,10,2,15,$2.50,$2.50,No,0.0532,71.81,No,6,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,D7,,CLIF Bar Crunchy Peanut Butter,573141,9,10,2,15,$2.75,$2.75,No,0.6566,16.53,No,7,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,D8,,CLIF Builder s Bar Chocolate Mint,573144,7,10,2,18,$3.50,$3.50,No,0.3598,8.53,No,8,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,D9,,Vitali-T Roasted Cashews,880182,10,10,2,15,$3.25,$3.25,No,0.0805,61.82,No,9,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,E0,,Huer Sour Neon Worms,507201,5,6,2,15,$3.00,$3.00,No,0.2667,4.2,No,0,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,E4,,Jack Link s Teriyaki Beef Jerky 35gr,620058,3,6,2,17,$4.50,$4.50,No,0.4935,2.53,No,4,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Mechanic Lunchroom),,C010417520184,4969,Snack (Crane),Snack,E8,,OD Hawkins Cheezies,156002,3,6,2,15,$2.00,$2.00,No,0.7133,1.53,No,8,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,010,,OD Big Bag Arriba Nacho Tortilla Chips,154013,5,8,2,8,$2.25,$2.25,No,0.3997,19.85,No,0,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,012,,OD Big Bag Arriba Zesty Tortilla Chips,154014,0,4,1,8,$2.25,$2.25,No,0.5397,41.49,No,2,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,014,,OD Big Bag BBQ Corn Chips,154008,3,5,1,8,$2.25,$2.25,No,0.5131,7.52,No,4,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,016,,OD Big Bag Jalapeno & Cheddar Chips,15410,0,5,0,8,$2.25,$2.25,No,0.3801,0.53,No,6,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,018,,OD Big Bag Salt & Vinegar Chips,154025,3,5,1,8,$2.25,$2.25,No,0.1736,37.49,No,8,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,020,,FL Big Grab Ruffles All Dressed chips,206019,2,8,2,8,$2.25,$2.25,No,0.8267,22.53,No,0,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,022,,FL Big Grab Lays BBQ Chips,206016,6,8,2,8,$2.25,$2.25,No,0.1869,7.52,No,2,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,024,,FL Sun Chips Garden salsa,211053,1,4,1,8,$1.75,$1.75,No,0.1666,41.81,No,4,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,026,,FL Big Grab Doritos Zesty Cheese Tortilla Chips,206018,4,8,2,8,$2.25,$2.25,No,0.3934,1.53,No,6,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,028,,FL Big Grab Hickory Sticks,152039,0,4,1,8,$2.25,$2.25,No,0.2198,49.8,No,8,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,030,,Skittles Tropical,354011,4,4,1,15,$2.50,$2.50,No,0.0665,58.49,No,0,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,031,,Skittles - Original (Red),354012,4,4,1,15,$2.50,$2.50,No,,284.86,No,1,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,032,,FL Munchies Honey Roast Peanuts,153110,3,4,1,15,$2.00,$2.00,No,,113.16,No,2,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,033,,OH Henry,252001,5,5,1,15,$2.25,$2.25,No,0.1134,13.85,No,3,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,034,,Aero,251001,7,8,2,15,$2.25,$2.25,No,0.1533,37.49,No,4,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,035,,Snickers,254006,3,4,1,15,$2.25,$2.25,No,0.0665,69.49,No,5,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,036,,Mars,254001,4,4,1,15,$2.25,$2.25,No,,138.49,No,6,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,037,,CLIF Builder s Bar Chocolate Mint,573144,9,10,2,15,$3.00,$3.00,No,0.2933,14.52,No,7,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,038,,Vitali-T Soy Almonds,880240,2,3,0,15,$3.00,$3.00,No,,120.16,No,8,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,039,,Excel Multipac 27 s,455001,5,8,1,15,$2.00,$2.00,No,0.2569,20.86,No,9,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,040,,Huer Sour Neon Worms,507201,4,8,1,12,$2.50,$2.50,No,0.4669,27.49,No,0,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,042,,Welch Mixed Fruit Snacks,507106,3,4,1,12,$2.00,$2.00,No,,119.49,No,2,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,044,,Crispy Mini Cheddar,5590001,4,4,1,12,$2.00,$1.75,Yes,,373.53,No,4,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,046,,Big Daddy Double Chocolate Cookies,880327,4,4,1,12,$2.25,$2.25,No,0.0532,77.15,No,6,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,048,,OD Hawkins Cheezies,156002,5,5,2,12,$2.00,$2.00,No,,162.86,No,8,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,060,,PC Pepsi Cola 355ml Can,102001,0,24,6,24,$1.50,$1.50,No,1.2397,51.49,No,0,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,061,,PC Diet Pepsi 355ml Can,102002,5,12,6,24,$1.50,$1.50,No,0.42,5.53,No,1,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,062,,CC Coke Classic 355ml Can,101001,0,12,6,24,$1.50,$1.50,No,1.1998,37.82,No,2,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,063,,PC Lipton Brisk 355ml Can,103001,-1,8,6,24,$1.50,$1.50,No,1.127,33.49,No,3,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,064,,PC Dr Pepper 355ml Can,102008,0,18,1,24,$1.50,$1.50,No,1.6534,0.53,No,4,0
Quality Vending and Coffee Service,Route 04,Transolutions Preventative Maintenance,,C011419050062,5884,3566 Combo,Snack,065,,PC Mountain Dew 355ml Can,102010,2,16,6,24,$1.50,$1.50,No,1.6002,5.53,No,5,0
Quality Vending and Coffee Service,Route 13,TEAMS Transport - 51223,,C011419050073,4643,Snack (Crane),Snack,A0,,OD Big Bag Jalapeno & Cheddar Chips,15410,3,6,2,9,$2.25,$2.25,No,0.707,7.52,No,0,0
Quality Vending and Coffee Service,Route 13,TEAMS Transport - 51223,,C011419050073,4643,Snack (Crane),Snack,A2,,OD Big Bag Arriba Nacho Tortilla Chips,154013,6,9,2,9,$2.25,$2.25,No,0.3731,12.53,No,2,0
